year,recipient_iso3,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2010,CUB,1,-7,0.146,0.057,0.094,0.071,0.212,64328000000,11225833,2.5,6087160000000,4.00000003,0,12750.3935546875,13348.870192062377,13309.441692075754,759153920,0,Latin America & Caribbean
2011,CUB,1.5,-7,0.172,0.069,0.092,0.077,0.169,66130664082,11236671,3.18,6668540000000,0,0,12750.3935546875,13348.870192062377,13309.441692075754,716214272,0,Latin America & Caribbean
2012,CUB,2,-1,0.218,0.128,0.116,0.145,0.143,68124437665,11257112,3.46,7192930000000,17.00000033,0,12750.3935546875,13348.870192062377,13309.441692075754,816605248,0,Latin America & Caribbean
2013,CUB,1.5,-4,0.189,0.057,0.114,0.114,0.197,69996226460,11282722,3.29,7751550000000,2,0,12750.3935546875,13348.870192062377,13309.441692075754,966917952,0,Latin America & Caribbean
2014,CUB,2,-4,0.183,0.078,0.104,0.094,0.213,70729490571,11306909,2.7,8327160000000,0,0,12750.3935546875,13348.870192062377,13309.441692075754,710709824,0,Latin America & Caribbean
2000,MWI,5,6,0.475,0.379,0.279,0.343,0.298,4376161604,11148751,6.03,2232180000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,1552031.75,0,Sub-Saharan Africa
2001,MWI,4.5,4,0.475,0.384,0.279,0.343,0.298,4158449146,11432001,6.01,2418250000000,58.99999984,0,10394.818359375,10296.912855912018,10259.035976614803,3433193.5,0,Sub-Saharan Africa
2002,MWI,4,4,0.475,0.386,0.279,0.343,0.298,4229142782,11713663,6.05,2639120000000,8.999999988,0,10394.818359375,10296.912855912018,10259.035976614803,4783121.5,0,Sub-Saharan Africa
2003,MWI,4.5,5,0.475,0.386,0.279,0.341,0.298,4470442420,12000183,6.05,2904040000000,11.99999997,0,10394.818359375,10296.912855912018,10259.035976614803,7270777.5,0,Sub-Saharan Africa
2004,MWI,4,6,0.457,0.377,0.22,0.349,0.284,4712762649,12301837,6,3197740000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,11273702,0,Sub-Saharan Africa
2005,MWI,4,6,0.449,0.371,0.224,0.384,0.277,4866809939,12625950,5.93,3562110000000,11,0,10394.818359375,10296.912855912018,10259.035976614803,9879009,0,Sub-Saharan Africa
2006,MWI,4.5,6,0.443,0.37,0.222,0.387,0.275,5095550005,12973693,5.81,4015240000000,7.999999984,0,10394.818359375,10296.912855912018,10259.035976614803,18379264,0,Sub-Saharan Africa
2007,MWI,4,6,0.443,0.369,0.222,0.383,0.274,5584722806,13341808,5.7,4586650000000,2.000000001,0,10394.818359375,10296.912855912018,10259.035976614803,23124650,0,Sub-Saharan Africa
2008,MWI,4,6,0.443,0.369,0.222,0.385,0.274,6011380928,13727899,5.65,5029290000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,47934232,0,Sub-Saharan Africa
2009,MWI,4,6,0.462,0.359,0.239,0.37,0.282,6512015361,14128161,5.89,5501980000000,4,0,10394.818359375,10296.912855912018,10259.035976614803,45979828,0,Sub-Saharan Africa
2010,MWI,5,6,0.485,0.311,0.301,0.275,0.249,6959655571,14539609,5.94,6087160000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,57018344,0,Sub-Saharan Africa
2011,MWI,4,6,0.439,0.328,0.282,0.382,0.272,7297481088,14962118,5.93,6668540000000,4.000000005,0,10394.818359375,10296.912855912018,10259.035976614803,77655000,0,Sub-Saharan Africa
2012,MWI,4.5,6,0.488,0.368,0.322,0.401,0.282,7435096950,15396010,5.94,7192930000000,2,0,10394.818359375,10296.912855912018,10259.035976614803,173442208,0,Sub-Saharan Africa
2013,MWI,3.5,3,0.354,0.238,0.203,0.27,0.278,7821721991,15839287,5.95,7751550000000,4.999999992,0,10394.818359375,10296.912855912018,10259.035976614803,150218000,0,Sub-Saharan Africa
2014,MWI,4.5,6,0.502,0.399,0.329,0.393,0.344,8267560145,16289550,5.89,8327160000000,0,0,10394.818359375,10296.912855912018,10259.035976614803,105029720,0,Sub-Saharan Africa
2000,NIU,4,5,0.416,0.32,0.296,0.335,0.264,128272000000,29774500,7.26,2418250000000,200.0000006,0,10048.5595703125,9816.104559463502,9798.027069193806,316341792,0,East Asia & Pacific
2001,NIU,4.5,7,0.567,0.418,0.373,0.431,0.383,73921144452,12973693,9.05,2639120000000,10.00000002,0,10048.5595703125,9816.104559463502,9798.027069193806,337488640,0,East Asia & Pacific
2002,NIU,4.5,6,0.517,0.39,0.326,0.389,0.339,94828254301,20059147,5.64,2639120000000,0,0,10048.5595703125,9816.104559463502,9798.027069193806,310899616,0,East Asia & Pacific
2003,NIU,4,6,0.432,0.29,0.27,0.33,0.274,109952000000,18764147,5.1,2904040000000,2.000000001,0,10048.5595703125,9816.104559463502,9798.027069193806,246615584,0,East Asia & Pacific
2004,NIU,4.5,5,0.472,0.324,0.318,0.344,0.298,129629000000,28887873,4.81,3197740000000,24.99999993,0,10048.5595703125,9816.104559463502,9798.027069193806,645789824,0,East Asia & Pacific
2005,NIU,5.5,7,0.595,0.462,0.365,0.434,0.465,24908781285,8736932,8.33,3562110000000,0,0,10048.5595703125,9816.104559463502,9798.027069193806,97118416,0,East Asia & Pacific
2006,NIU,4,5,0.391,0.299,0.261,0.333,0.299,67013472134,19331097,4.8,4015240000000,0,0,10048.5595703125,9816.104559463502,9798.027069193806,96271408,0,East Asia & Pacific
2007,NIU,5,7,0.552,0.398,0.347,0.427,0.348,118222000000,16464025,6.56,4586650000000,0,0,10048.5595703125,9816.104559463502,9798.027069193806,1013648640,0,East Asia & Pacific
2008,NIU,6,8,0.622,0.498,0.411,0.493,0.469,6538734824,1112617,7.85,5029290000000,3,0,10048.5595703125,9816.104559463502,9798.027069193806,82007552,0,East Asia & Pacific
2009,NIU,6,9,0.72,0.621,0.462,0.634,0.553,50101534230,2824698,9.27,5501980000000,0,0,10048.5595703125,9816.104559463502,9798.027069193806,308262784,0,East Asia & Pacific
2010,NIU,5,7,0.614,0.429,0.384,0.442,0.432,64933025784,16410847,8.61,6087160000000,47.00000053,0,10048.5595703125,9816.104559463502,9798.027069193806,884448896,0,East Asia & Pacific
2011,NIU,6,9,0.689,0.557,0.415,0.599,0.527,7700771123,10335,9.16,6668540000000,0,0,10048.5595703125,9816.104559463502,9798.027069193806,267722432,0,East Asia & Pacific
2012,NIU,5.5,4,0.58,0.399,0.379,0.456,0.406,91588890099,15766806,4.79,7192930000000,2.000000004,0,10048.5595703125,9816.104559463502,9798.027069193806,1440400896,0,East Asia & Pacific
2013,NIU,4,4,0.374,0.229,0.245,0.289,0.26,44972672129,19578466,0.95,7751550000000,23.99999997,0,10048.5595703125,9816.104559463502,9798.027069193806,837331264,0,East Asia & Pacific
2014,NIU,5.5,7,0.645,0.462,0.405,0.487,0.432,69037326106,18730283,3.92,8327160000000,25.00000005,0,10048.5595703125,9816.104559463502,9798.027069193806,1752840320,0,East Asia & Pacific
2000,SSD,2.5,-3,0.25,0.12,0.11,0.156,0.197,35634585974,6199396,12.72,2232180000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,228958032,0,Sub-Saharan Africa
2001,SSD,1.5,-9,0.115,0.026,0.047,0.04,0.11,31250236934,6447791,12.7,2418250000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,326285664,0,Sub-Saharan Africa
2002,SSD,3,-5,0.273,0.162,0.14,0.19,0.199,50491150983,6688225,12.75,2639120000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,247239856,0,Sub-Saharan Africa
2003,SSD,3.5,6,0.414,0.251,0.268,0.312,0.268,32845970071,6935665,12.75,2904040000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,163170048,0,Sub-Saharan Africa
2004,SSD,2,-3,0.212,0.094,0.105,0.138,0.171,68124437665,7213354,12.68,3197740000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,139342432,0,Sub-Saharan Africa
2005,SSD,2.5,-6,0.21,0.085,0.092,0.089,0.171,31250236934,7535931,12.58,3562110000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,218065408,0,Sub-Saharan Africa
2006,SSD,2.5,-6,0.189,0.068,0.09,0.08,0.148,22811343688,7907407,12.39,4015240000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,16486515,0,Sub-Saharan Africa
2007,SSD,2,-6,0.212,0.064,0.094,0.085,0.149,30443926904,8315144,12.22,4586650000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,735546624,0,Sub-Saharan Africa
2008,SSD,5,7,0.611,0.446,0.394,0.502,0.408,13177336585,8736932,12.15,5029290000000,17.00000005,0,6965.082877604166,7215.311232014007,7138.821562740761,95596248,0,Sub-Saharan Africa
2009,SSD,2,-6,0.194,0.071,0.092,0.091,0.153,13841690704,9142258,12.52,5501980000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,386674976,0,Sub-Saharan Africa
2010,SSD,1.5,-9,0.117,0.035,0.056,0.03,0.094,14602072411,9508372,12.58,6087160000000,0,0,6965.082877604166,7215.311232014007,7138.821562740761,565764288,0,Sub-Saharan Africa
2011,SSD,2.5,-5,0.231,0.095,0.102,0.153,0.15,13924490001,9830695,12.57,6668540000000,0,1,6965.082877604166,7215.311232014007,7138.821562740761,3691265536,0,Sub-Saharan Africa
2012,SSD,1.5,-2,0.211,0.071,0.093,0.066,0.138,7507789479,10113648,12.59,7192930000000,47.00000053,1,6965.082877604166,7215.311232014007,7138.821562740761,170128832,0,Sub-Saharan Africa
2013,SSD,2,-2,0.355,0.152,0.188,0.211,0.23,8493542052,10355030,12.6,7751550000000,99.0000005,1,6965.082877604166,7215.311232014007,7138.821562740761,184503568,0,Sub-Saharan Africa
2014,SSD,2.5,-4,0.211,0.09,0.103,0.135,0.159,8780084304,10554882,12.51,8327160000000,0,1,6965.082877604166,7215.311232014007,7138.821562740761,508757920,0,Sub-Saharan Africa
2000,BHS,7,9,0.769,0.648,0.449,0.636,0.606,9409692545,298045,7.16,2232180000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,30700888,0,Latin America & Caribbean
2001,BHS,7,9,0.763,0.648,0.434,0.651,0.614,9656711992,302618,6.87,2418250000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,26566178,0,Latin America & Caribbean
2002,BHS,7,9,0.763,0.65,0.446,0.67,0.615,9917894277,307657,9.05,2639120000000,0.999998362,0,12659.7001953125,13048.715115048217,13011.791368952017,46138000,0,Latin America & Caribbean
2003,BHS,7,9,0.762,0.65,0.448,0.664,0.612,9792479896,313123,10.84,2904040000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,82007552,0,Latin America & Caribbean
2004,BHS,7,9,0.762,0.655,0.444,0.645,0.619,9878922051,318893,10.2,3197740000000,11.999998099999999,0,12659.7001953125,13048.715115048217,13011.791368952017,59290572,0,Latin America & Caribbean
2005,BHS,7,9,0.764,0.654,0.444,0.645,0.603,10214337148,324848,10.2,3562110000000,1.000000007,0,12659.7001953125,13048.715115048217,13011.791368952017,94045800,0,Latin America & Caribbean
2006,BHS,7,9,0.762,0.651,0.454,0.627,0.603,10471417095,331032,7.54,4015240000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,98405936,0,Latin America & Caribbean
2007,BHS,7,9,0.766,0.654,0.47,0.667,0.621,10622910634,337387,7.88,4586650000000,0.999999994,0,12659.7001953125,13048.715115048217,13011.791368952017,89423208,0,Latin America & Caribbean
2008,BHS,7,9,0.772,0.666,0.492,0.668,0.622,10376086537,343680,8.18,5029290000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,230654640,0,Latin America & Caribbean
2009,BHS,7,9,0.766,0.669,0.459,0.667,0.616,9942801339,349600,14.25,5501980000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,295005440,0,Latin America & Caribbean
2010,BHS,7,9,0.775,0.665,0.473,0.662,0.606,10095760000,354936,14.33,6087160000000,2.999999404,0,12659.7001953125,13048.715115048217,13011.791368952017,446824704,0,Latin America & Caribbean
2011,BHS,7,9,0.765,0.656,0.47,0.639,0.612,10157685793,359583,14.52,6668540000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,377612160,0,Latin America & Caribbean
2012,BHS,7,9,0.766,0.665,0.474,0.653,0.619,10471221745,363581,14.02,7192930000000,0.999999994,0,12659.7001953125,13048.715115048217,13011.791368952017,415640288,0,Latin America & Caribbean
2013,BHS,7,9,0.762,0.654,0.47,0.653,0.603,10190699859,367162,16.18,7751550000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,236671376,0,Latin America & Caribbean
2014,BHS,7,9,0.761,0.654,0.475,0.653,0.611,10298142085,370625,13.8,8327160000000,0,0,12659.7001953125,13048.715115048217,13011.791368952017,497656704,0,Latin America & Caribbean
2000,CHL,6,9,0.879,0.815,0.58,0.804,0.622,144525000000,15342350,10.49,2232180000000,15.99999999,0,19079.875,18884.515412664794,18868.62112044528,653685248,0,Latin America & Caribbean
2001,CHL,6,9,0.879,0.815,0.58,0.804,0.622,149298000000,15516112,10.39,2418250000000,8.999999991,0,19079.875,18884.515412664794,18868.62112044528,704157888,0,Latin America & Caribbean
2002,CHL,6.5,9,0.877,0.814,0.578,0.804,0.622,153937000000,15684413,10.17,2639120000000,21.00000009,0,19079.875,18884.515412664794,18868.62112044528,735546624,0,Latin America & Caribbean
2003,CHL,7,9,0.877,0.814,0.578,0.801,0.622,160235000000,15849649,9.77,2904040000000,0,0,19079.875,18884.515412664794,18868.62112044528,1005715776,0,Latin America & Caribbean
2004,CHL,7,9,0.877,0.814,0.578,0.808,0.622,171787000000,16014972,10.16,3197740000000,5.000000003,0,19079.875,18884.515412664794,18868.62112044528,1349993088,0,Latin America & Caribbean
2005,CHL,7,9,0.875,0.821,0.569,0.812,0.633,181652000000,16182713,9.34,3562110000000,57.99999998,0,19079.875,18884.515412664794,18868.62112044528,1774750080,0,Latin America & Caribbean
2006,CHL,7,10,0.889,0.836,0.588,0.831,0.644,193128000000,16354507,9.02,4015240000000,18,0,19079.875,18884.515412664794,18868.62112044528,2387342848,0,Latin America & Caribbean
2007,CHL,7,10,0.889,0.838,0.587,0.831,0.644,202601000000,16530201,8.43,4586650000000,15,0,19079.875,18884.515412664794,18868.62112044528,3030762240,0,Latin America & Caribbean
2008,CHL,7,10,0.889,0.839,0.587,0.831,0.644,209752000000,16708255,9.29,5029290000000,10,0,19079.875,18884.515412664794,18868.62112044528,4497418240,0,Latin America & Caribbean
2009,CHL,6.5,10,0.877,0.814,0.582,0.819,0.671,206471000000,16886184,11.31,5501980000000,3.000000002,0,19079.875,18884.515412664794,18868.62112044528,3966398464,0,Latin America & Caribbean
2010,CHL,6.5,9,0.877,0.814,0.587,0.818,0.636,218538000000,17062531,8.42,6087160000000,507.9999958,0,19079.875,18884.515412664794,18868.62112044528,6452769792,0,Latin America & Caribbean
2011,CHL,7,10,0.877,0.836,0.586,0.818,0.662,231892000000,17233584,7.34,6668540000000,1.000000002,0,19079.875,18884.515412664794,18868.62112044528,7895445504,0,Latin America & Caribbean
2012,CHL,7,10,0.89,0.832,0.587,0.831,0.683,244226000000,17400359,6.66,7192930000000,1,0,19079.875,18884.515412664794,18868.62112044528,9136197632,0,Latin America & Caribbean
2013,CHL,7,10,0.879,0.814,0.582,0.817,0.662,254105000000,17571511,6.21,7751550000000,3.99999998,0,19079.875,18884.515412664794,18868.62112044528,10085727232,0,Latin America & Caribbean
2014,CHL,7,10,0.888,0.839,0.587,0.818,0.669,258594000000,17758969,6.67,8327160000000,2.999999998,0,19079.875,18884.515412664794,18868.62112044528,9174109184,0,Latin America & Caribbean
2000,ISR,6,10,0.773,0.692,0.515,0.609,0.633,174269000000,6289000,11.1,2232180000000,3,1,7146.982421875,7375.10208305664,7348.569462415825,672947968,0,Middle East & North Africa
2001,ISR,6,10,0.764,0.682,0.508,0.6,0.621,174442000000,6439000,11.81,2418250000000,2.000000037,1,7146.982421875,7375.10208305664,7348.569462415825,512169120,0,Middle East & North Africa
2002,ISR,6,10,0.763,0.681,0.5,0.599,0.623,174527000000,6570000,12.89,2639120000000,1.999999951,1,7146.982421875,7375.10208305664,7348.569462415825,529307968,0,Middle East & North Africa
2003,ISR,6,10,0.762,0.681,0.501,0.601,0.621,176489000000,6689700,13.51,2904040000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,617433024,0,Middle East & North Africa
2004,ISR,6,10,0.762,0.681,0.501,0.601,0.621,183903000000,6809000,13.03,3197740000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,774810944,0,Middle East & North Africa
2005,ISR,6.5,10,0.762,0.681,0.501,0.601,0.621,190946000000,6930100,11.34,3562110000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,1038506176,0,Middle East & North Africa
2006,ISR,6.5,10,0.767,0.684,0.501,0.601,0.624,201627000000,7053700,10.71,4015240000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,1319532032,0,Middle East & North Africa
2007,ISR,6.5,10,0.764,0.682,0.499,0.599,0.624,213205000000,7180100,9.38,4586650000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,1737407488,0,Middle East & North Africa
2008,ISR,6.5,10,0.764,0.682,0.499,0.599,0.624,219600000000,7308800,7.7,5029290000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,2308374272,0,Middle East & North Africa
2009,ISR,6,10,0.742,0.647,0.49,0.601,0.578,221632000000,7485600,9.53,5501980000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,2259490560,0,Middle East & North Africa
2010,ISR,6.5,10,0.752,0.669,0.496,0.611,0.583,234000000000,7623600,8.48,6087160000000,2,1,7146.982421875,7375.10208305664,7348.569462415825,3065298688,0,Middle East & North Africa
2011,ISR,6,9,0.679,0.535,0.436,0.559,0.491,244826000000,7765800,7.14,6668540000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,3401506048,0,Middle East & North Africa
2012,ISR,6.5,9,0.736,0.633,0.49,0.617,0.561,250777000000,7910500,6.86,7192930000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,3369012736,0,Middle East & North Africa
2013,ISR,5.5,9,0.699,0.574,0.448,0.602,0.525,261310000000,8059500,6.21,7751550000000,3.999999997,0,7146.982421875,7375.10208305664,7348.569462415825,3588690176,0,Middle East & North Africa
2014,ISR,6,9,0.733,0.608,0.462,0.582,0.547,271555000000,8215700,5.89,8327160000000,0,1,7146.982421875,7375.10208305664,7348.569462415825,3642611968,0,Middle East & North Africa
2000,MNE,5,7,0.52,0.398,0.326,0.393,0.387,2997411927,604950,30.58,2232180000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,10184108,0,Europe & Central Asia
2001,MNE,5.5,9,0.582,0.449,0.366,0.411,0.473,3030378744,607389,30.53,2418250000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,9210855,0,Europe & Central Asia
2002,MNE,4,6,0.47,0.377,0.279,0.324,0.34,3088075153,609828,30.64,2639120000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,5620152.5,0,Europe & Central Asia
2003,MNE,4,5,0.381,0.24,0.205,0.275,0.319,3164741539,612267,30.63,2904040000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,38160752,0,Europe & Central Asia
2004,MNE,5.5,8,0.595,0.421,0.366,0.466,0.454,3304814676,613353,30.5,3197740000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,10954742,0,Europe & Central Asia
2005,MNE,5,8,0.614,0.457,0.366,0.405,0.471,3442975809,614261,30.31,3562110000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,17650500,0,Europe & Central Asia
2006,MNE,5,7,0.497,0.381,0.316,0.396,0.38,3737915560,615025,24.51,4015240000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,14189812,0,Europe & Central Asia
2007,MNE,5,8,0.49,0.397,0.339,0.389,0.378,3992473235,615875,19.4,4586650000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,0,0,Europe & Central Asia
2008,MNE,5,8,0.496,0.402,0.341,0.393,0.381,4280841227,616969,17.15,5029290000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,0,0,Europe & Central Asia
2009,MNE,5,7,0.522,0.394,0.338,0.386,0.374,4032762451,618294,19.09,5501980000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,0,0,Europe & Central Asia
2010,MNE,5,7,0.548,0.391,0.34,0.366,0.364,4143033276,619428,19.65,6087160000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,148857008,0,Europe & Central Asia
2011,MNE,5.5,7,0.623,0.469,0.378,0.479,0.471,4276787738,620079,19.67,6668540000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,41540368,0,Europe & Central Asia
2012,MNE,4.5,6,0.497,0.384,0.326,0.366,0.356,4160296612,620601,19.97,7192930000000,0,0,9402.064290364584,9423.716009635926,9411.24245247541,80925216,0,Europe & Central Asia
