year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human,frequencies_by_year,counts_by_year,relevant,govt_visits,mil_visits,total_visits,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2004,Fiji,FJI,9852244.215926992,0,6030610.892881062,3821633.32304593,0,0.26,13,1,2,0,2,6,0.768,8694290469.95165,817864,6243467841396.09,1296075000,0,0,9104.001953125,8793.095305480194,8773.240119126749,6179747,32531712,1,0.7828181,0.8797468,-247358824.2,East Asia & Pacific
2005,Fiji,FJI,1883545.43373399,0,1883545.43373399,0,0,0.12,6,1,7,2,9,6,0.768,8755150538.22995,821606,6954885516694.85,1303720000,0,0,9104.001953125,8793.095305480194,8773.240119126749,2272387,42999854,1,0.5762368,0.8902439,-162608383.6,East Asia & Pacific
2006,Fiji,FJI,36588153.11841773,2063216.93151288,71960.421644655,36516192.696773075,0,0.29,15,1,9,0,9,-3,0.696,8917338289.91953,827869,7839613419837.17,1311020000,4.99999997,0,9104.001953125,8793.095305480194,8773.240119126749,1228100,67996961,1,1.040902,0.7864078,-583397482.7,East Asia & Pacific
2007,Fiji,FJI,3472876.6120871385,0,350006.4095652686,3122870.20252187,0,0.21,10,1,4,0,4,-4,0.286,8841482567.41497,836185,8955257903305.3,1317885000,5.999999999,0,9104.001953125,8793.095305480194,8773.240119126749,2571423,64498089,1,0.6186238,0.8589744,-470648884.1,East Asia & Pacific
2008,Fiji,FJI,5294280.041313379,0,0,5029566.03924771,0,0.18,8,1,6,0,6,-4,0.284,8932796888.3565,845356,9819501089971.55,1324655000,7.000000001,0,9104.001953125,8793.095305480194,8773.240119126749,921217,91088445,1,0.8667488,0.7753623,-687997805.5,East Asia & Pacific
2009,Fiji,FJI,5791591.933345735,91260050.9909016,1935708.318275283,3816772.16464578,39111.4504246721,0.38,37,1,4,0,4,-4,0.263,8808984955.13736,853636,10742409055886.5,1331260000,15.00000004,0,9104.001953125,8793.095305480194,8773.240119126749,578874,96553571,1,0.9141525,0.8026316,-304977999.1,East Asia & Pacific
2010,Fiji,FJI,176078260.90776303,0,30621762.299438152,145424992.34152585,31506.2667990228,0.22,25,1,10,0,10,-4,0.278,9069261604.27571,859816,11884957832311.2,1337705000,1.999999999,0,9104.001953125,8793.095305480194,8773.240119126749,949741,127635742,1,0.8354553,0.873494,-172232357.8,East Asia & Pacific
2011,Fiji,FJI,5418246.564845338,160201.399218244,2975011.0265156385,0,0,0.51,55,1,12,0,12,-4,0.278,9314598102.3465,863451,13020070209403.8,1345035000,0,0,9104.001953125,8793.095305480194,8773.240119126749,1216794,171186371,1,0.6120311,0.8791209,-215956223.4,East Asia & Pacific
2012,Fiji,FJI,110055317.3591633,0,0,108707240.90752436,0,0.75,70,1,12,0,12,-4,0.283,9446056364.96989,865065,14043934216102.1,1354190000,2,0,9104.001953125,8793.095305480194,8773.240119126749,22161198,214022661,1,0.7831353,0.8647059,-275363026,East Asia & Pacific
2013,Fiji,FJI,14874674.317378191,0,6973296.933410932,7901377.38396726,0,0.59,45,1,5,3,8,-4,0.294,9893253406.39562,865602,15134607226924.2,1363240000,0,0,9104.001953125,8793.095305480194,8773.240119126749,59375578,244497561,1,0.0541033,0.9206349,-239294220.9,East Asia & Pacific
2014,Fiji,FJI,2753118.615266674,0,1470516.9893502544,1282601.62591642,0,0.39,26,1,5,0,5,2,0.416,10447623286.2632,866447,16258467389928.8,1371860000,0,0,9104.001953125,8793.095305480194,8773.240119126749,52880797,287254471,1,0.4815106,0.8819444,-339519368.9,East Asia & Pacific
2015,Fiji,FJI,25084329.71084372,0,1225952.99964899,23858376.71119473,0,0.21,11,1,4,2,6,2,0.654,10917891748.4898,868632,17403279549482.5,1379860000,0,0,9104.001953125,8793.095305480194,8773.240119126749,21383050,326745602,1,0.3516677,0.8478261,-239314277.2,East Asia & Pacific
2016,Fiji,FJI,9098364.69339838,0,360941.4905135989,0,8737423.20288478,0.38,20,1,0,0,0,2,0.662,11184905364.1921,872406,18595188781703.6,1387790000,45.99999998,0,9104.001953125,8793.095305480194,8773.240119126749,17180927,383776419,1,0.0150063,0.7981651,-408052302.7,East Asia & Pacific
2017,Fiji,FJI,16683132.371977946,1775993.99999999,10763643.642528776,0,0,0.24,13,1,0,0,0,2,0.664,11783674123.9893,877460,19887033884256.7,1396215000,0,0,9104.001953125,8793.095305480194,8773.240119126749,17521581,365495101,0,0.0387809,0.7657658,-389245575.3,East Asia & Pacific
2000,Gabon,GAB,13454149.3938664,0,13454149.3938664,0,0,0.14,7,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Gabon,GAB,1318426.11428359,0,0,1318426.11428359,0,0.15,7,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Gabon,GAB,16460323.431912923,0,16460323.431912923,0,0,0.11,5,1,0,0,0,-4,0.637,20733294776.1298,1288310,5152785033972.09,1280400000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,231943370,4704333,0,0.0738229,0.91,-61992440.87,Sub-Saharan Africa
2003,Gabon,GAB,0,0,0,0,0,0.13,7,1,0,0,0,-4,0.637,21199240332.0075,1319946,5670023166308.18,1288400000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,300603340,8889970,0,0.1409768,0.9527027,-178872924.7,Sub-Saharan Africa
2004,Gabon,GAB,0,0,0,0,0,0.28,14,1,0,0,0,-4,0.637,21345418222.1641,1353788,6243467841396.09,1296075000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,400285794,14158359,0,0.0932511,0.9626866,-344280200.4,Sub-Saharan Africa
2005,Gabon,GAB,689634.661006705,0,689634.661006705,0,0,0.16,8,1,0,0,0,-4,0.64,21916665016.0918,1390550,6954885516694.85,1303720000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,351678008,41277137,0,0.0905005,0.9758065,-166927616.8,Sub-Saharan Africa
2006,Gabon,GAB,11059647.6524693,0,11059647.6524693,0,0,0.23,12,1,0,0,0,-4,0.642,21301556639.4609,1430144,7839613419837.17,1311020000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,816760812,63877430,0,0.0312275,0.9683544,-157599677.4,Sub-Saharan Africa
2007,Gabon,GAB,102642.04109299,0,102642.04109299,0,0,0.1,5,1,0,0,0,-4,0.644,22581377173.34,1472565,8955257903305.3,1317885000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,1095733303,103845980,0,0.0991492,0.961039,-595952005,Sub-Saharan Africa
2008,Gabon,GAB,98363062.40750451,397071003.098503,5713161.68452033,92649900.7229842,0,0.11,5,1,0,0,0,-4,0.644,21834287970.0189,1518538,9819501089971.55,1324655000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,1792612751,139602277,0,0.0567577,0.923913,-821609383.6,Sub-Saharan Africa
2009,Gabon,GAB,9541930.41161445,161080142.974247,9541930.41161445,0,0,0.21,20,1,0,0,0,3,0.643,21862744842.0343,1568925,10742409055886.5,1331260000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,713886110,154710196,0,0.0846307,0.9571429,-392175723.1,Sub-Saharan Africa
2010,Gabon,GAB,16694591.531119555,132828783.782308,16337487.96895657,0,0,0.09,10,1,0,0,0,3,0.664,23412788815.2024,1624146,11884957832311.2,1337705000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,969744221,205807427,0,0.288152,0.9125,-146800672.8,Sub-Saharan Africa
2011,Gabon,GAB,148972522.00856403,0,8544074.62497306,140428447.383591,0,0.11,12,1,0,0,0,3,0.664,25073166048.5972,1684629,13020070209403.8,1345035000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,577975724,269914912,0,0.2448185,0.8650794,-1098127169,Sub-Saharan Africa
2012,Gabon,GAB,0,0,0,0,0,0.15,14,1,0,0,0,3,0.659,26389777283.4625,1749677,14043934216102.1,1354190000,1.000000002,0,11432.4658203125,11538.466724612426,11516.923232877924,618094168,427374235,0,0.5598465,0.8731343,233409728.1,Sub-Saharan Africa
2013,Gabon,GAB,128752944.4717459,519433528.902956,0,128752944.4717459,0,0.16,12,1,0,0,0,3,0.672,27877817392.1412,1817070,15134607226924.2,1363240000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,898643501,432706142,0,0.0206997,0.9130435,-87741876.6,Sub-Saharan Africa
2014,Gabon,GAB,0,0,0,0,0,0.03,2,1,0,0,0,3,0.672,29080735299.5598,1883801,16258467389928.8,1371860000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,1607934704,430394094,0,0.5260503,0.8518519,-782969847,Sub-Saharan Africa
2015,Gabon,GAB,83984690.3537529,200293857.0388531,83984690.3537529,0,0,0,0,1,0,0,0,3,0.672,30208747765.1789,1947690,17403279549482.5,1379860000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,1100194341,665415087,0,0.2151539,0.8405797,-25253212.34,Sub-Saharan Africa
2016,Gabon,GAB,22637835.390042614,74409355.0482346,21866592.3097479,771243.080294718,0,0,0,1,0,0,0,3,0.673,30840546266.5375,2007882,18595188781703.6,1387790000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,1439078974,377186726,0,0.0409539,0.8064516,-105996375.6,Sub-Saharan Africa
2017,Gabon,GAB,0,0,0,0,0,0,0,1,0,0,0,3,0.691,30986311650.7557,2064812,19887033884256.7,1396215000,0,0,11432.4658203125,11538.466724612426,11516.923232877924,2293610995,446190755,0,0.0448316,0.7628866,-73181699.96,Sub-Saharan Africa
2000,Georgia,GEO,807248.963631985,0,0,807248.963631985,0,0.27,13,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Georgia,GEO,15821113.37140312,42393066.5783687,0,7910556.68570156,0,0.31,15,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Georgia,GEO,1702156.301441066,0,391620.996352456,0,1310535.30508861,0.09,4,1,0,0,0,2,0.668,22170760241.6965,3978515,5152785033972.09,1280400000,5.999999998,0,5852.9169921875,6211.790137905121,6181.17076524954,3513778,7995626,0,1.362755,0.6767677,-156119460.5,Europe & Central Asia
2003,Georgia,GEO,0,0,0,0,0,0.36,19,1,0,0,0,2,0.667,24622563246.7567,3951736,5670023166308.18,1288400000,0,0,5852.9169921875,6211.790137905121,6181.17076524954,8222520,19897377,0,1.779418,0.7012195,-330805341.6,Europe & Central Asia
2004,Georgia,GEO,939056.405678377,1194260.41345185,939056.405678377,0,0,0.38,19,1,0,0,0,6,0.784,26049316774.3073,3927340,6243467841396.09,1296075000,1,1,5852.9169921875,6211.790137905121,6181.17076524954,34173936,22884215,0,1.625449,0.724359,-482758940,Europe & Central Asia
2005,Georgia,GEO,4597564.40671136,0,0,0,0,0.22,11,1,0,0,0,7,0.782,28547335298.9225,3902469,6954885516694.85,1303720000,0,0,5852.9169921875,6211.790137905121,6181.17076524954,2658964,40758381,0,1.770813,0.7135417,-542229625.3,Europe & Central Asia
2006,Georgia,GEO,4423859.06098774,0,0,4423859.06098774,0,0.12,6,1,0,0,0,7,0.784,31236428810.0816,3880347,7839613419837.17,1311020000,7.999999998,0,5852.9169921875,6211.790137905121,6181.17076524954,6951207,78356092,0,1.744495,0.6972477,-1184560924,Europe & Central Asia
2007,Georgia,GEO,0,0,0,0,0,0.19,9,1,0,0,0,6,0.775,35165644643.5772,3860158,8955257903305.3,1317885000,1.000000004,0,5852.9169921875,6211.790137905121,6181.17076524954,15586433,181327807,0,1.317629,0.7272727,-1690826793,Europe & Central Asia
2008,Georgia,GEO,3808774.45634688,0,0,3808774.45634688,0,1.05,47,1,0,0,0,6,0.744,36016150958.6461,3848449,9819501089971.55,1324655000,0,1,5852.9169921875,6211.790137905121,6181.17076524954,3526532,292886424,0,1.427409,0.6888889,-1428631126,Europe & Central Asia
2009,Georgia,GEO,3816772.16464578,0,0,3816772.16464578,0,0.39,38,1,0,0,0,6,0.741,34701376458.6494,3814419,10742409055886.5,1331260000,1.999999993,0,5852.9169921875,6211.790137905121,6181.17076524954,17868168,191957710,0,1.576403,0.6882353,-685300808.1,Europe & Central Asia
2010,Georgia,GEO,3571035.62162987,0,0,3571035.62162987,0,0.26,30,1,0,0,0,6,0.746,36870034735.7159,3786695,11884957832311.2,1337705000,2.000000001,0,5852.9169921875,6211.790137905121,6181.17076524954,41802268,274931757,0,1.735856,0.7202381,-730489603.7,Europe & Central Asia
2011,Georgia,GEO,9912596.2859006,0,0,9912596.2859006,0,0.45,49,1,0,0,0,6,0.745,39598417257.174,3756441,13020070209403.8,1345035000,7.000000009,0,5852.9169921875,6211.790137905121,6181.17076524954,38105242,761069088,0,1.582238,0.6985294,-987355065.5,Europe & Central Asia
2012,Georgia,GEO,9686776.89800439,79443366.0007509,0,9686776.89800439,0,0.59,55,1,0,0,0,6,0.748,42120443741.462,3728874,14043934216102.1,1354190000,1.999999998,0,5852.9169921875,6211.790137905121,6181.17076524954,33582229,740330065,0,1.692003,0.7048193,-751274688.9,Europe & Central Asia
2013,Georgia,GEO,4740826.43038035,0,0,4740826.43038035,0,0.27,21,1,0,0,0,7,0.826,43645753624.9421,3717668,15134607226924.2,1363240000,1.999999987,0,5852.9169921875,6211.790137905121,6181.17076524954,54455596,862092297,0,1.335873,0.6774194,-919270053.3,Europe & Central Asia
2014,Georgia,GEO,7820741.62144158,187931483.457885,4692444.97286495,3128296.64857663,0,0.27,18,1,0,0,0,7,0.856,45580100614.0709,3719414,16258467389928.8,1371860000,5.999999797,0,5852.9169921875,6211.790137905121,6181.17076524954,53110774,908676000,0,1.718729,0.6689189,-1430328332,Europe & Central Asia
2015,Georgia,GEO,4066905.12394189,0,0,4066905.12394189,0,0.32,17,1,0,0,0,7,0.859,46957625778.7306,3725276,17403279549482.5,1379860000,6.000000001,0,5852.9169921875,6211.790137905121,6181.17076524954,43785338,768675246,0,1.10003,0.6760563,-1419585720,Europe & Central Asia
2016,Georgia,GEO,9254916.96353661,0,9254916.96353661,0,0,0.21,11,1,0,0,0,7,0.862,48322420424.5406,3727505,18595188781703.6,1387790000,0,0,5852.9169921875,6211.790137905121,6181.17076524954,53564327,745243603,0,1.386648,0.6481481,-1246820534,Europe & Central Asia
2017,Georgia,GEO,7399244.74366898,0,7399244.74366898,0,0,0.47,25,1,0,0,0,7,0.871,50662483514.4009,3728004,19887033884256.7,1396215000,0,0,5852.9169921875,6211.790137905121,6181.17076524954,67590956,912618656,0,1.288231,0.6371681,-1711345881,Europe & Central Asia
2000,Ghana,GHA,22721534.1223423,57848092.8972046,22721534.1223423,0,0,0.55,27,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Ghana,GHA,0,0,0,0,0,0.5,24,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Ghana,GHA,121923939.8111406,0,5857555.827225611,0,0,0.63,29,1,0,0,0,6,0.881,58820552198.0516,20246376,5152785033972.09,1280400000,3.999999998,0,11831.625,12007.819084346009,11990.909996919429,30145440,182305094,0,0.1372106,0.8613861,-58930000,Sub-Saharan Africa
2003,Ghana,GHA,63864264.95250598,27247679.5782886,5109141.19620048,58755123.7563055,0,0.23,12,1,0,0,0,6,0.881,61879220990.641,20750308,5670023166308.18,1288400000,0,0,11831.625,12007.819084346009,11990.909996919429,34309463,321786458,0,0.3355639,0.9333333,-136751000,Sub-Saharan Africa
2004,Ghana,GHA,136410.2989301213,0,12850.2455513883,0,0,0.57,29,1,0,0,0,8,0.881,65344457360.4082,21272328,6243467841396.09,1296075000,0,0,11831.625,12007.819084346009,11990.909996919429,80383412,510399658,0,0.2809878,0.945122,-139270000,Sub-Saharan Africa
2005,Ghana,GHA,2638889.9913713243,0,2638889.9913713243,0,0,0.52,26,1,0,0,0,8,0.878,69199782839.8838,21814648,6954885516694.85,1303720000,0,0,11831.625,12007.819084346009,11990.909996919429,96006327,672423503,0,0.2279045,0.9081633,-144970000,Sub-Saharan Africa
2006,Ghana,GHA,53345384.150018975,142838095.258584,53345384.150018975,0,0,0.79,41,1,0,0,0,8,0.878,73628508465.3029,22379057,7839613419837.17,1311020000,0,0,11831.625,12007.819084346009,11990.909996919429,79677895,803091920,0,0.462366,0.9018692,-636010000,Sub-Saharan Africa
2007,Ghana,GHA,94054604.75955378,455939049.568194,8175674.190202271,46843053.0378281,0,0.79,38,1,0,0,0,8,0.881,76829006537.5581,22963946,8955257903305.3,1317885000,55.99999941,0,11831.625,12007.819084346009,11990.909996919429,53522024,1228015647,0,0.2795104,0.9130435,-1383177930,Sub-Saharan Africa
2008,Ghana,GHA,413878617.8625513,52760235.7691142,13957299.94612826,399921317.916423,0,0.4,18,1,0,0,0,8,0.882,83858706162.0519,23563832,9819501089971.55,1324655000,0,0,11831.625,12007.819084346009,11990.909996919429,93400315,1747886207,0,0.2378148,0.8846154,-2714916344,Sub-Saharan Africa
2009,Ghana,GHA,10125954.514947614,0,10125954.514947614,0,0,0.4,39,1,0,0,0,8,0.896,87921230323.8383,24170943,10742409055886.5,1331260000,40.00000006,0,11831.625,12007.819084346009,11990.909996919429,79622438,1533701228,0,0.2091549,0.9345238,-2365640000,Sub-Saharan Africa
2010,Ghana,GHA,60431.6577717511,423021604.402256,0,0,60431.6577717511,0.39,45,1,0,0,0,8,0.9,94866754253.9793,24779614,11884957832311.2,1337705000,63.00000019,0,11831.625,12007.819084346009,11990.909996919429,123382182,1932871728,0,0.3014697,0.9345238,-2527350000,Sub-Saharan Africa
2011,Ghana,GHA,28674394.053727716,136171189.335508,16872890.977983717,11801503.075744,0,0.6,65,1,0,0,0,8,0.9,108192804460.669,25387713,13020070209403.8,1345035000,14,0,11831.625,12007.819084346009,11990.909996919429,363184865,3109948453,0,0.1956777,0.9034091,-3222243000,Sub-Saharan Africa
2012,Ghana,GHA,1101700522.2717862,307170830.15597904,49317706.307769775,1020093559.6373352,0,0.81,76,1,0,0,0,8,0.903,118246933931.97,25996454,14043934216102.1,1354190000,0,0,11831.625,12007.819084346009,11990.909996919429,643547980,4790753288,0,0.3030261,0.8859649,-3293430000,Sub-Saharan Africa
2013,Ghana,GHA,152512859.57364398,119912085.005644,152512859.57364398,0,0,0.65,50,1,0,0,0,8,0.892,126893770557.322,26607641,15134607226924.2,1363240000,4.999999998,0,11831.625,12007.819084346009,11990.909996919429,1203330219,3946027851,0,0.1462325,0.923913,-3226330000,Sub-Saharan Africa
2014,Ghana,GHA,3816997.859259937,0,807222.7391417469,3009775.12011819,0,0.85,57,1,0,0,0,8,0.886,130518161396.717,27224480,16258467389928.8,1371860000,0,0,11831.625,12007.819084346009,11990.909996919429,1452597286,4134566463,0,0.4288736,0.9014085,-3356989444,Sub-Saharan Africa
2015,Ghana,GHA,131033050.56096488,0,131033050.56096488,0,0,0.59,31,1,0,0,0,8,0.885,133286137492.55,27849203,17403279549482.5,1379860000,25.00000003,0,11831.625,12007.819084346009,11990.909996919429,1296470657,5308877832,0,0.0616665,0.8076923,-2970893677,Sub-Saharan Africa
2016,Ghana,GHA,123166.353335218,649776222.1217567,123166.353335218,0,0,0.83,44,1,0,0,0,8,0.883,137782499689.919,28481947,18595188781703.6,1387790000,10,0,11831.625,12007.819084346009,11990.909996919429,1309649870,4666604087,0,0.0163265,0.8066038,-3470668373,Sub-Saharan Africa
2017,Ghana,GHA,14798489.4873379,400000000,14798489.4873379,0,0,1.07,57,1,0,0,0,8,0.885,148982694254.14,29121464,19887033884256.7,1396215000,19.00000004,0,11831.625,12007.819084346009,11990.909996919429,1852939054,4824797038,0,0.0246704,0.7113402,-3239080000,Sub-Saharan Africa
2000,Guinea,GIN,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Guinea,GIN,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Guinea,GIN,0,0,0,0,0,0.37,18,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Guinea,GIN,163434116.607517,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Guinea,GIN,163434116.607517,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Guinea,GIN,163434116.607517,0,0,0,0,0.29,14,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Guinea,GIN,13016790.727168,0,0,13016790.727168,0,0,0,1,0,0,0,-1,0.526,15316272836.3726,8586077,5152785033972.09,1280400000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,11535848,43376727,0,0.2563859,0.875,-30000000,Sub-Saharan Africa
2002,Guinea,GIN,13016790.727168,0,0,13016790.727168,0,0.04,2,1,0,0,0,-1,0.526,15316272836.3726,8586077,5152785033972.09,1280400000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,11535848,43376727,0,0.2563859,0.875,-30000000,Sub-Saharan Africa
2002,Guinea,GIN,13016790.727168,0,0,13016790.727168,0,0.22,10,1,0,0,0,-1,0.526,15316272836.3726,8586077,5152785033972.09,1280400000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,11535848,43376727,0,0.2563859,0.875,-30000000,Sub-Saharan Africa
2003,Guinea,GIN,0,0,0,0,0,0,0,1,0,0,0,-1,0.532,15507512012.0227,8753097,5670023166308.18,1288400000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,10451921,73285630,0,0.2077214,0.9285714,-78966000,Sub-Saharan Africa
2003,Guinea,GIN,0,0,0,0,0,0.06,3,1,0,0,0,-1,0.532,15507512012.0227,8753097,5670023166308.18,1288400000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,10451921,73285630,0,0.2077214,0.9285714,-78966000,Sub-Saharan Africa
2003,Guinea,GIN,0,0,0,0,0,0.51,27,1,0,0,0,-1,0.532,15507512012.0227,8753097,5670023166308.18,1288400000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,10451921,73285630,0,0.2077214,0.9285714,-78966000,Sub-Saharan Africa
2004,Guinea,GIN,85986749.7685335,0,85986749.7685335,0,0,0,0,1,0,0,0,-1,0.525,15870405985.3644,8925729,6243467841396.09,1296075000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,14794647,93017010,0,0.0747217,0.9411765,-62069526.09,Sub-Saharan Africa
2004,Guinea,GIN,85986749.7685335,0,85986749.7685335,0,0,0.1,5,1,0,0,0,-1,0.525,15870405985.3644,8925729,6243467841396.09,1296075000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,14794647,93017010,0,0.0747217,0.9411765,-62069526.09,Sub-Saharan Africa
2004,Guinea,GIN,85986749.7685335,0,85986749.7685335,0,0,0.52,26,1,0,0,0,-1,0.525,15870405985.3644,8925729,6243467841396.09,1296075000,0,0,12651.7744140625,12700.746029867554,12685.444028781189,14794647,93017010,0,0.0747217,0.9411765,-62069526.09,Sub-Saharan Africa
