year,recipient,recipient_iso3,aid,count,freq,govt_visits,mil_visits,total_visits,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2004,Mauritius,MUS,5049683.4124300005,229,0.09,0,0,0,7,10,0.812,0.714,0.523,0.773,0.662,7800678605,1221003,8.34,3197740000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,140384640,0,Sub-Saharan Africa
2005,Mauritius,MUS,10712771.334076,180,0.07,0,0,0,7,10,0.815,0.716,0.525,0.776,0.665,7939339024,1228254,9.52,3562110000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,170914064,0,Sub-Saharan Africa
2006,Mauritius,MUS,218649327.58061,183,0.06,0,0,0,6.5,10,0.819,0.719,0.527,0.779,0.669,8325631105,1233996,9.04,4015240000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,171190256,0,Sub-Saharan Africa
2007,Mauritius,MUS,102689710.3,224,0.07,0,0,0,6.5,10,0.819,0.719,0.527,0.779,0.669,8802441342,1239630,8.48,4586650000000,2.000000002,0,9054.787109375,8840.745537609862,8786.624215691925,219813728,0,Sub-Saharan Africa
2008,Mauritius,MUS,0,176,0.05,0,0,0,6.5,10,0.819,0.714,0.527,0.779,0.669,9276625562,1244121,7.17,5029290000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,292281088,0,Sub-Saharan Africa
2009,Mauritius,MUS,1426609774.72164,314,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,9584152842,1247429,7.26,5501980000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,299429536,0,Sub-Saharan Africa
2010,Mauritius,MUS,11034049.203613,333,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,10003670690,1250400,7.65,6087160000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,379547840,0,Sub-Saharan Africa
2011,Mauritius,MUS,0,215,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,10411574172,1252404,7.45,6668540000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,452306240,0,Sub-Saharan Africa
2012,Mauritius,MUS,0,211,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,10775575125,1255882,7.47,7192930000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,542958080,0,Sub-Saharan Africa
2013,Mauritius,MUS,27502678.1727,190,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,11137678209,1258653,7.32,7751550000000,20.99999941,0,9054.787109375,8840.745537609862,8786.624215691925,487095456,0,Sub-Saharan Africa
2014,Mauritius,MUS,0,110,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,11554737009,1260934,7.47,8327160000000,0,0,9054.787109375,8840.745537609862,8786.624215691925,530628512,0,Sub-Saharan Africa
2000,Namibia,NAM,4012459.129,566,0.25,0,0,0,5.5,6,0.65,0.533,0.412,0.52,0.434,7295092342,1794583,20.3,2232180000000,0,0,12372.9521484375,12272.31611920166,12237.66388329798,NA,0,Sub-Saharan Africa
2001,Namibia,NAM,0,477,0.2,0,0,0,5.5,6,0.646,0.53,0.409,0.514,0.429,7381024791,1823667,20.72,2418250000000,0,0,12372.9521484375,12272.31611920166,12237.66388329798,14737801,0,Sub-Saharan Africa
2002,Namibia,NAM,11793253,421,0.18,0,0,0,5.5,6,0.646,0.527,0.409,0.514,0.429,7734477065,1851519,21.25,2639120000000,0,0,12372.9521484375,12272.31611920166,12237.66388329798,13465227,0,Sub-Saharan Africa
2003,Namibia,NAM,17541579.12255,351,0.14,0,0,0,5.5,6,0.65,0.534,0.412,0.519,0.432,8062402982,1879113,21.71,2904040000000,2.000000005,0,12372.9521484375,12272.31611920166,12237.66388329798,23043646,0,Sub-Saharan Africa
2004,Namibia,NAM,9570706.874,317,0.12,0,0,0,5.5,6,0.653,0.532,0.414,0.521,0.434,9051623394,1907737,22.09,3197740000000,0,0,12372.9521484375,12272.31611920166,12237.66388329798,28637310,0,Sub-Saharan Africa
2005,Namibia,NAM,137615277.050799,192,0.07,0,0,0,6,6,0.67,0.551,0.425,0.534,0.449,9280562719,1938316,21.98,3562110000000,0,0,12372.9521484375,12272.31611920166,12237.66388329798,33195128,0,Sub-Saharan Africa
2006,Namibia,NAM,4613846.414,317,0.1,0,0,0,6,6,0.67,0.55,0.425,0.534,0.449,9936993189,1971318,21.76,4015240000000,4.999999986,0,12372.9521484375,12272.31611920166,12237.66388329798,72371272,0,Sub-Saharan Africa
2007,Namibia,NAM,94585753.9462,467,0.16,0,0,0,6,6,0.67,0.55,0.425,0.534,0.449,10471011593,2006516,21.56,4586650000000,7.000000017,0,12372.9521484375,12272.31611920166,12237.66388329798,122740008,0,Sub-Saharan Africa
2008,Namibia,NAM,3968863.308,228,0.07,0,0,0,6,6,0.677,0.556,0.428,0.541,0.454,10748473716,2043382,21.48,5029290000000,42.00000023,0,12372.9521484375,12272.31611920166,12237.66388329798,129520480,0,Sub-Saharan Africa
2009,Namibia,NAM,23977580.277906,296,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,10780286075,2081039,21.99,5501980000000,91.99999902,0,12372.9521484375,12272.31611920166,12237.66388329798,169603360,0,Sub-Saharan Africa
2010,Namibia,NAM,0,373,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,11431334447,2118877,22.1,6087160000000,8.000000045,0,12372.9521484375,12272.31611920166,12237.66388329798,146537504,0,Sub-Saharan Africa
2011,Namibia,NAM,83679383.74509999,353,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,12013342334,2156698,19.33,6668540000000,107.9999999,0,12372.9521484375,12272.31611920166,12237.66388329798,174974176,0,Sub-Saharan Africa
2012,Namibia,NAM,136793913.45499998,321,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,12621419531,2194777,16.77,7192930000000,0,0,12372.9521484375,12272.31611920166,12237.66388329798,277972192,0,Sub-Saharan Africa
2013,Namibia,NAM,24694693.14052,291,0.08,0,0,0,NA,NA,NA,NA,NA,NA,NA,13330076850,2233506,19.03,7751550000000,0,0,12372.9521484375,12272.31611920166,12237.66388329798,307813856,0,Sub-Saharan Africa
2014,Namibia,NAM,78516282.85900001,220,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,14142214333,2273426,18.52,8327160000000,0,0,12372.9521484375,12272.31611920166,12237.66388329798,330983136,0,Sub-Saharan Africa
2000,Nicaragua,NIC,9434344.308,204,0.09,0,0,0,5,8,0.604,0.395,0.372,0.466,0.329,6560849205,5069310,7.58,2232180000000,8.999999999,0,13785.5673828125,14135.460799157714,14099.552799202838,NA,0,Latin America & Caribbean
2001,Nicaragua,NIC,0,168,0.07,0,0,0,5,8,0.607,0.388,0.374,0.464,0.33,6755105685,5145367,7.55,2418250000000,15.99999999,0,13785.5673828125,14135.460799157714,14099.552799202838,23962818,0,Latin America & Caribbean
2002,Nicaragua,NIC,0,97,0.04,0,0,0,5,8,0.63,0.399,0.389,0.504,0.344,6806035054,5219324,7.6,2639120000000,2.999999971,0,13785.5673828125,14135.460799157714,14099.552799202838,32802016,0,Latin America & Caribbean
2003,Nicaragua,NIC,0,206,0.08,0,0,0,5,8,0.625,0.398,0.382,0.501,0.343,6977597019,5292115,7.6,2904040000000,0.999999983,0,13785.5673828125,14135.460799157714,14099.552799202838,50970596,0,Latin America & Caribbean
2004,Nicaragua,NIC,0,218,0.08,0,0,0,5,8,0.625,0.4,0.382,0.501,0.339,7348258871,5364930,6.41,3197740000000,0.999999953,0,13785.5673828125,14135.460799157714,14099.552799202838,62290192,0,Latin America & Caribbean
2005,Nicaragua,NIC,0,169,0.07,0,0,0,5,8,0.625,0.4,0.382,0.487,0.339,7662940585,5438692,5.37,3562110000000,7.000000021,0,13785.5673828125,14135.460799157714,14099.552799202838,82514000,0,Latin America & Caribbean
2006,Nicaragua,NIC,0,168,0.05,0,0,0,5,8,0.605,0.356,0.364,0.458,0.334,7981130644,5513757,5.31,4015240000000,0,0,13785.5673828125,14135.460799157714,14099.552799202838,115491528,0,Latin America & Caribbean
2007,Nicaragua,NIC,48825956.77,186,0.06,0,0,0,5,9,0.492,0.243,0.296,0.35,0.289,8386238270,5590066,4.89,4586650000000,135.9999815,0,13785.5673828125,14135.460799157714,14099.552799202838,140340976,0,Latin America & Caribbean
2008,Nicaragua,NIC,0,322,0.1,0,0,0,4.5,9,0.468,0.221,0.285,0.345,0.276,8674353607,5667436,6.2,5029290000000,30.0000001,0,13785.5673828125,14135.460799157714,14099.552799202838,182622976,0,Latin America & Caribbean
2009,Nicaragua,NIC,0,710,0.13,0,0,0,NA,NA,NA,NA,NA,NA,NA,8388790341,5745538,8.16,5501980000000,0.999999993,0,13785.5673828125,14135.460799157714,14099.552799202838,167385520,0,Latin America & Caribbean
2010,Nicaragua,NIC,0,379,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,8758639096,5824058,7.83,6087160000000,77.00000047,0,13785.5673828125,14135.460799157714,14099.552799202838,251569472,0,Latin America & Caribbean
2011,Nicaragua,NIC,0,264,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,9311968296,5903035,6.45,6668540000000,18.00000003,0,13785.5673828125,14135.460799157714,14099.552799202838,290448992,0,Latin America & Caribbean
2012,Nicaragua,NIC,0,187,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,9916943344,5982530,5.21,7192930000000,8.999999992,0,13785.5673828125,14135.460799157714,14099.552799202838,366142336,0,Latin America & Caribbean
2013,Nicaragua,NIC,0,186,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,10405530542,6062462,5.28,7751550000000,31.99999982,0,13785.5673828125,14135.460799157714,14099.552799202838,403435488,0,Latin America & Caribbean
2014,Nicaragua,NIC,0,111,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,10903452946,6142734,4.52,8327160000000,14.99999989,0,13785.5673828125,14135.460799157714,14099.552799202838,379827008,0,Latin America & Caribbean
2000,Nepal,NPL,16972653.47,657,0.29,7,0,7,4.5,6,0.361,0.298,0.222,0.302,0.261,10899840167,23941099,1.8,2232180000000,144.000001,1,3160.92529296875,3222.0012503686903,3097.1507711513254,NA,1,South Asia
2001,Nepal,NPL,140001548.62,771,0.33,14,0,14,4.5,6,0.355,0.291,0.224,0.263,0.258,11423020739,24347113,1.75,2418250000000,144.0000006,1,3160.92529296875,3222.0012503686903,3097.1507711513254,59045676,1,South Asia
2002,Nepal,NPL,0,819,0.34,1,0,1,4,-6,0.27,0.223,0.188,0.216,0.216,11436744719,24725625,1.73,2639120000000,471.9999932,1,3160.92529296875,3222.0012503686903,3097.1507711513254,37431208,1,South Asia
2003,Nepal,NPL,0,760,0.3,6,0,6,3.5,-6,0.217,0.148,0.13,0.167,0.195,11887928617,25080880,1.69,2904040000000,238.9999977,1,3160.92529296875,3222.0012503686903,3097.1507711513254,37483288,1,South Asia
2004,Nepal,NPL,0,844,0.31,14,1,15,3,-6,0.218,0.149,0.131,0.161,0.195,12444593149,25419337,1.63,3197740000000,185.0000005,1,3160.92529296875,3222.0012503686903,3097.1507711513254,40198848,1,South Asia
2005,Nepal,NPL,5617403.734,1801,0.7,14,1,15,2.5,-6,0.215,0.15,0.129,0.165,0.206,12877563075,25744500,1.56,3562110000000,69.00000019,1,3160.92529296875,3222.0012503686903,3097.1507711513254,63029768,1,South Asia
2006,Nepal,NPL,4613846.414,2208,0.71,8,0,8,3.5,6,0.223,0.219,0.134,0.198,0.214,13310843466,26066687,1.47,4015240000000,156.999999,1,3160.92529296875,3222.0012503686903,3097.1507711513254,49866020,1,South Asia
2007,Nepal,NPL,13055868.75046,2407,0.81,10,0,10,3.5,6,0.272,0.289,0.153,0.276,0.245,13764950914,26382586,1.38,4586650000000,214.0000012,0,3160.92529296875,3222.0012503686903,3097.1507711513254,122209248,1,South Asia
2008,Nepal,NPL,5543230.635869999,1202,0.37,8,3,11,4,6,0.47,0.411,0.234,0.406,0.355,14605251496,26666581,1.33,5029290000000,114.9999992,0,3160.92529296875,3222.0012503686903,3097.1507711513254,200957360,1,South Asia
2009,Nepal,NPL,290743687.4527,3291,0.62,10,0,10,NA,NA,NA,NA,NA,NA,NA,15267319043,26883531,1.64,5501980000000,126.9999999,0,3160.92529296875,3222.0012503686903,3097.1507711513254,288700512,1,South Asia
2010,Nepal,NPL,13307085.279,2922,0.49,10,1,11,NA,NA,NA,NA,NA,NA,NA,16002656434,27013207,1.88,6087160000000,149.9999992,0,3160.92529296875,3222.0012503686903,3097.1507711513254,521303328,1,South Asia
2011,Nepal,NPL,345280109.02213,1749,0.33,2,4,6,NA,NA,NA,NA,NA,NA,NA,16550239852,27041220,2.11,6668540000000,140.0000003,0,3160.92529296875,3222.0012503686903,3097.1507711513254,810759168,1,South Asia
2012,Nepal,NPL,43755050.466199994,1082,0.24,8,0,8,NA,NA,NA,NA,NA,NA,NA,17284821172,26989160,2.36,7192930000000,83.00000005,0,3160.92529296875,3222.0012503686903,3097.1507711513254,1370654336,1,South Asia
2013,Nepal,NPL,132947093.633,827,0.23,8,2,10,NA,NA,NA,NA,NA,NA,NA,17894137594,26916795,2.63,7751550000000,194.9999988,0,3160.92529296875,3222.0012503686903,3097.1507711513254,1554913664,1,South Asia
2014,Nepal,NPL,215980000,810,0.26,6,0,6,NA,NA,NA,NA,NA,NA,NA,18969840605,26905982,2.85,8327160000000,196.0000003,0,3160.92529296875,3222.0012503686903,3097.1507711513254,1526095104,1,South Asia
2000,Pakistan,PAK,47257981.8674,1967,0.87,23,0,23,2.5,-6,0.212,0.102,0.165,0.22,0.097,116754000000,142343583,0.63,2232180000000,0,0,3882.87744140625,4420.175707151794,4314.124945420856,NA,0,South Asia
2001,Pakistan,PAK,1912879092.635,3013,1.29,18,0,18,2.5,-6,0.21,0.101,0.165,0.22,0.096,120904000000,145978408,0.63,2418250000000,241.0000001,0,3882.87744140625,4420.175707151794,4314.124945420856,336879200,0,South Asia
2002,Pakistan,PAK,42557310.13,3526,1.48,10,0,10,2.5,-5,0.296,0.178,0.216,0.257,0.12,123936000000,149549695,0.64,2639120000000,76,0,3882.87744140625,4420.175707151794,4314.124945420856,466819904,0,South Asia
2003,Pakistan,PAK,1014669116.0774,2938,1.15,6,3,9,2.5,-5,0.388,0.213,0.261,0.302,0.149,131096000000,153093371,0.64,2904040000000,328.9999998,0,3882.87744140625,4420.175707151794,4314.124945420856,586509312,0,South Asia
2004,Pakistan,PAK,103039.7057,3264,1.22,15,3,18,2.5,-5,0.388,0.218,0.261,0.296,0.149,140990000000,156664698,0.63,3197740000000,29,1,3882.87744140625,4420.175707151794,4314.124945420856,818822144,1,South Asia
2005,Pakistan,PAK,181569098.66,3263,1.27,10,3,13,2.5,-5,0.389,0.217,0.262,0.298,0.15,150181000000,160304007,0.61,3562110000000,74055.99885,0,3882.87744140625,4420.175707151794,4314.124945420856,1291802368,1,South Asia
2006,Pakistan,PAK,975578874.2086,3300,1.06,6,3,9,2.5,-5,0.388,0.215,0.262,0.297,0.147,159040000000,164022626,0.58,4015240000000,408.9999991,1,3882.87744140625,4420.175707151794,4314.124945420856,2535263744,1,South Asia
2007,Pakistan,PAK,652044255.0366,3415,1.14,4,2,6,2.5,2,0.383,0.212,0.264,0.293,0.145,166726000000,167808106,0.4,4586650000000,669.0000011,1,3882.87744140625,4420.175707151794,4314.124945420856,3180254208,1,South Asia
2008,Pakistan,PAK,1444789751.1881301,2652,0.82,10,5,15,3.5,5,0.425,0.244,0.281,0.318,0.153,169563000000,171648984,0.42,5029290000000,248.9999999,1,3882.87744140625,4420.175707151794,4314.124945420856,3585035008,1,South Asia
2009,Pakistan,PAK,1158454363.66477,9123,1.71,11,9,20,NA,NA,NA,NA,NA,NA,NA,174364000000,175525610,0.54,5501980000000,102,1,3882.87744140625,4420.175707151794,4314.124945420856,2422711552,1,South Asia
2010,Pakistan,PAK,2581720392.9180403,10152,1.7,9,5,14,NA,NA,NA,NA,NA,NA,NA,177166000000,179424643,0.65,6087160000000,2186.000015,1,3882.87744140625,4420.175707151794,4314.124945420856,4937496576,1,South Asia
2011,Pakistan,PAK,1837977502.39555,7872,1.49,9,2,11,NA,NA,NA,NA,NA,NA,NA,182035000000,183340168,0.8,6668540000000,510.9999997,1,3882.87744140625,4420.175707151794,4314.124945420856,5793183232,1,South Asia
2012,Pakistan,PAK,0,5556,1.25,4,3,7,NA,NA,NA,NA,NA,NA,NA,188419000000,187280125,1.7,7192930000000,670.9999999,1,3882.87744140625,4420.175707151794,4314.124945420856,6461447168,1,South Asia
2013,Pakistan,PAK,500242655.01,4516,1.25,9,5,14,NA,NA,NA,NA,NA,NA,NA,196703000000,191260799,2.95,7751550000000,729.9999995,1,3882.87744140625,4420.175707151794,4314.124945420856,7750900224,1,South Asia
2014,Pakistan,PAK,11974926363.7,3147,1.01,7,6,13,NA,NA,NA,NA,NA,NA,NA,205898000000,195305012,1.83,8327160000000,271.0000005,1,3882.87744140625,4420.175707151794,4314.124945420856,8856631296,1,South Asia
2000,Philippines,PHL,9594738.235,1592,0.7,7,2,9,5.5,8,0.589,0.448,0.405,0.515,0.323,130146000000,77991757,3.71,2232180000000,364.9999974,1,2850.31884765625,2613.129409036255,2431.2413557567834,NA,1,East Asia & Pacific
2001,Philippines,PHL,79572169.56,1682,0.72,13,1,14,5.5,8,0.556,0.423,0.381,0.487,0.304,134115000000,79672869,3.7,2418250000000,318.0000045,1,2850.31884765625,2613.129409036255,2431.2413557567834,677302528,1,East Asia & Pacific
2002,Philippines,PHL,759660836.53,2551,1.07,4,3,7,5.5,8,0.535,0.399,0.367,0.471,0.292,139099000000,81365260,3.63,2639120000000,77.99999963,1,2850.31884765625,2613.129409036255,2431.2413557567834,835183040,1,East Asia & Pacific
2003,Philippines,PHL,11240036.4797,2681,1.05,11,1,12,5.5,8,0.531,0.398,0.363,0.468,0.29,146174000000,83051970,3.53,2904040000000,200.9999978,1,2850.31884765625,2613.129409036255,2431.2413557567834,1100918400,1,East Asia & Pacific
2004,Philippines,PHL,103039.7057,2498,0.93,9,2,11,5.5,8,0.498,0.364,0.343,0.445,0.272,155777000000,84710544,3.55,3197740000000,227.499998,1,2850.31884765625,2613.129409036255,2431.2413557567834,1452494720,1,East Asia & Pacific
2005,Philippines,PHL,0,2124,0.83,11,2,13,5,8,0.472,0.356,0.327,0.427,0.26,163476000000,86326251,3.8,3562110000000,22.99999998,1,2850.31884765625,2613.129409036255,2431.2413557567834,1634918528,1,East Asia & Pacific
2006,Philippines,PHL,93798272.07159999,2034,0.65,19,3,22,5,8,0.472,0.356,0.326,0.427,0.26,172167000000,87888675,4.05,4015240000000,1735.000063,1,2850.31884765625,2613.129409036255,2431.2413557567834,1995749504,1,East Asia & Pacific
2007,Philippines,PHL,244129783.82,2217,0.74,25,2,27,4.5,8,0.471,0.359,0.326,0.426,0.26,183391000000,89405482,3.43,4586650000000,81.99999996,1,2850.31884765625,2613.129409036255,2431.2413557567834,1999702784,1,East Asia & Pacific
2008,Philippines,PHL,0,1444,0.45,0,0,0,4.5,8,0.47,0.358,0.327,0.426,0.26,191359000000,90901967,3.72,5029290000000,323.9999974,1,2850.31884765625,2613.129409036255,2431.2413557567834,2481077760,1,East Asia & Pacific
2009,Philippines,PHL,0,5496,1.03,7,1,8,NA,NA,NA,NA,NA,NA,NA,194130000000,92414161,3.86,5501980000000,1144.999974,1,2850.31884765625,2613.129409036255,2431.2413557567834,2606441472,1,East Asia & Pacific
2010,Philippines,PHL,282356001.076,4920,0.82,6,0,6,NA,NA,NA,NA,NA,NA,NA,208369000000,93966784,3.61,6087160000000,41.00000008,1,2850.31884765625,2613.129409036255,2431.2413557567834,3281016320,1,East Asia & Pacific
2011,Philippines,PHL,0,4141,0.78,4,1,5,NA,NA,NA,NA,NA,NA,NA,216408000000,95570049,3.59,6668540000000,666.0000039,1,2850.31884765625,2613.129409036255,2431.2413557567834,4160005632,1,East Asia & Pacific
2012,Philippines,PHL,0,3219,0.73,8,0,8,NA,NA,NA,NA,NA,NA,NA,231334000000,97212639,3.5,7192930000000,449.0000113,1,2850.31884765625,2613.129409036255,2431.2413557567834,4639898624,1,East Asia & Pacific
2013,Philippines,PHL,1641047.483,3019,0.83,2,1,3,NA,NA,NA,NA,NA,NA,NA,246950000000,98871558,3.5,7751550000000,6437.000377,1,2850.31884765625,2613.129409036255,2431.2413557567834,5652377088,1,East Asia & Pacific
2014,Philippines,PHL,0,1987,0.64,1,0,1,NA,NA,NA,NA,NA,NA,NA,262626000000,100513137,3.6,8327160000000,64.9999997,1,2850.31884765625,2613.129409036255,2431.2413557567834,6479434240,1,East Asia & Pacific
2000,Papua New Guinea,PNG,26007834.846,140,0.06,7,2,9,5.5,4,0.497,0.384,0.295,0.311,0.259,9608075735,5847590,2.92,2232180000000,2,0,6343.97412109375,5799.643192217254,5749.54247557981,NA,1,East Asia & Pacific
2001,Papua New Guinea,PNG,572360.44976,173,0.07,8,1,9,5.5,4,0.497,0.384,0.295,0.311,0.259,9596422233,5974627,2.81,2418250000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,14648190,1,East Asia & Pacific
2002,Papua New Guinea,PNG,3569172.9368800004,183,0.08,4,1,5,5.5,4,0.5,0.386,0.296,0.312,0.261,9581173467,6098621,2.75,2639120000000,41.00000002,0,6343.97412109375,5799.643192217254,5749.54247557981,20002210,1,East Asia & Pacific
2003,Papua New Guinea,PNG,68013.33459,213,0.08,8,0,8,5,4,0.503,0.388,0.297,0.313,0.262,9788519882,6223378,2.66,2904040000000,13,0,6343.97412109375,5799.643192217254,5749.54247557981,41046344,1,East Asia & Pacific
2004,Papua New Guinea,PNG,16135065.69609,313,0.12,8,0,8,5,4,0.49,0.379,0.292,0.305,0.257,10054882711,6354247,2.54,3197740000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,31550634,1,East Asia & Pacific
2005,Papua New Guinea,PNG,33458561.3271,209,0.08,9,1,10,5,4,0.49,0.379,0.292,0.305,0.257,10692844499,6494902,2.41,3562110000000,2,0,6343.97412109375,5799.643192217254,5749.54247557981,40226304,1,East Asia & Pacific
2006,Papua New Guinea,PNG,461296.964558,339,0.11,10,0,10,5,4,0.49,0.379,0.292,0.305,0.257,11271321408,6646891,2.25,4015240000000,15.00000001,0,6343.97412109375,5799.643192217254,5749.54247557981,75567520,1,East Asia & Pacific
2007,Papua New Guinea,PNG,982327.7612,318,0.11,3,0,3,5,4,0.458,0.36,0.276,0.29,0.241,12152196505,6808503,2.11,4586650000000,171.9999994,0,6343.97412109375,5799.643192217254,5749.54247557981,117042608,1,East Asia & Pacific
2008,Papua New Guinea,PNG,1363997.4565,202,0.06,4,0,4,4.5,4,0.427,0.341,0.261,0.275,0.226,12116170365,6976200,2,5029290000000,10,0,6343.97412109375,5799.643192217254,5749.54247557981,205694208,1,East Asia & Pacific
2009,Papua New Guinea,PNG,108026420.609,687,0.13,6,2,8,NA,NA,NA,NA,NA,NA,NA,12940121017,7144774,2.06,5501980000000,19,0,6343.97412109375,5799.643192217254,5749.54247557981,366976736,1,East Asia & Pacific
2010,Papua New Guinea,PNG,150844544.686091,748,0.13,7,1,8,NA,NA,NA,NA,NA,NA,NA,14250755231,7310512,2,6087160000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,251062096,1,East Asia & Pacific
2011,Papua New Guinea,PNG,10093475.34904,624,0.12,9,0,9,NA,NA,NA,NA,NA,NA,NA,14408588562,7472196,2.62,6668540000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,310899616,1,East Asia & Pacific
2012,Papua New Guinea,PNG,11842927.498,508,0.11,4,0,4,NA,NA,NA,NA,NA,NA,NA,15079613764,7631003,2.63,7192930000000,65,0,6343.97412109375,5799.643192217254,5749.54247557981,445534656,1,East Asia & Pacific
2013,Papua New Guinea,PNG,11487332.38,341,0.09,6,0,6,NA,NA,NA,NA,NA,NA,NA,15656400897,7788388,2.63,7751550000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,389224128,1,East Asia & Pacific
2014,Papua New Guinea,PNG,71504.457855,272,0.09,5,0,5,NA,NA,NA,NA,NA,NA,NA,17776867922,7946733,2.59,8327160000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,425634016,1,East Asia & Pacific
2000,North Korea,PRK,112120809.1,50,0.02,14,4,18,1,-9,0.085,0.014,0.043,0.009,0.088,NA,22929078,2.97,2232180000000,45.99999975,0,809.5382080078125,1123.9359151529789,839.8914007969321,NA,1,East Asia & Pacific
